Sunday_date,Age_group,hosp_unvaccinated_rel,hosp_after_1st_dose_rel,hosp_after_2nd_dose_rel,hosp_after_3rd_dose_rel
2021-09-05,0-19,5.441153238182836e-05,6.120437978541745e-06,8.939650209366607e-06,1.2285163208393223e-05
2021-09-05,20-29,0.0003037301485706441,9.955102487780112e-06,6.059801584782395e-05,3.744561025111026e-06
2021-09-05,30-39,0.0004273683757360438,0.00011673151750972762,9.497916394590937e-05,1.9545974925306453e-05
2021-09-05,40-49,0.0006141454810823076,0.0001092026645450149,6.254183933233112e-05,1.685693936980332e-05
2021-09-05,50-59,0.0008952321350068436,0.00020267075010696513,0.00014547742151099928,1.2581781580271767e-05
2021-09-05,60-69,0.0013108536130328056,0.00021615390157792347,0.00019901770546801146,2.9177940698753325e-05
2021-09-05,70-79,0.0033286190218893984,8.239947264337508e-05,0.0006402048655569782,4.174606604718779e-05
2021-09-05,80-89,0.005577359040099581,0.0009966777408637873,0.001209506063874996,0.0001574696870852361
2021-09-05,90+,0.0036544610006702507,0.0005485463521667581,0.0010912265386294195,2.6302638154606906e-05
2021-09-12,0-19,6.0720601581341065e-05,6.5684033525130715e-06,1.2476361750326613e-05,9.665851513189054e-06
2021-09-12,20-29,0.0003141018847379136,9.89912788683317e-06,6.51395416082794e-05,2.9907078706459033e-06
2021-09-12,30-39,0.0006665972467852491,0.00010364036792330612,6.112582658788227e-05,2.43352225577779e-06
2021-09-12,40-49,0.0006864556236158267,9.374707040404987e-05,6.879436599621885e-05,1.9370685179876184e-05
2021-09-12,50-59,0.0011824783742210155,2.279202279202279e-05,0.00013260954189819865,2.0031529627633897e-06
2021-09-12,60-69,0.0012948343284532756,3.689356207341819e-05,0.00020520927545925077,1.9065558830594885e-05
2021-09-12,70-79,0.00322515309737631,8.539709649871905e-05,0.0007552719972969212,4.1229112603982245e-05
2021-09-12,80-89,0.00875117699610745,0.00017041581458759374,0.0012221523849430826,0.0001443778702042947
2021-09-12,90+,0.004127994904373155,0.003320420586607637,0.0011614401858304297,2.587522964266308e-05
2021-09-19,0-19,4.283286669705231e-05,0.0,1.7531894899796454e-06,0.0
2021-09-19,20-29,0.0002738658484520705,4.927516236165998e-05,4.902557444448953e-05,2.659242062827253e-06
2021-09-19,30-39,0.0005060861666542772,6.487777028079098e-05,4.941922526468937e-05,2.23125633118984e-06
2021-09-19,40-49,0.0006134879247119382,9.417082587814295e-05,7.384877958053893e-05,1.8321696002755583e-06
2021-09-19,50-59,0.0012050903555697685,2.3039882035803978e-05,5.951345461870187e-05,1.9362583743174688e-06
2021-09-19,60-69,0.0009974171060402421,3.7815761609438814e-05,0.00022610914611496035,1.8742526417590987e-05
2021-09-19,70-79,0.0034454908034521007,0.0004424387222369702,0.0006236693262220693,3.358345007580264e-05
2021-09-19,80-89,0.004967757843636305,0.0008747375787263821,0.0011871637915043592,7.689730365097412e-05
2021-09-19,90+,0.0032723709908116694,0.0005608524957936063,0.0008538667967797023,0.00038321028025445163
2021-09-26,0-19,3.700257762916663e-05,7.093456286575634e-06,1.7771585367587472e-06,7.112223779008983e-06
2021-09-26,20-29,0.00033250777513404246,9.559955259409387e-06,3.6346106758080316e-05,2.224144871900376e-06
2021-09-26,30-39,0.00042473149801759583,6.272423915497906e-05,3.198545118905915e-05,1.9214953845680863e-06
2021-09-26,40-49,0.00048303139194423464,1.5325435625507655e-05,5.42553768674222e-05,9.971448419359235e-06
2021-09-26,50-59,0.0008154689208633604,2.2791503327559487e-05,0.00010050889239200584,1.0937947202528853e-05
2021-09-26,60-69,0.0010309446578280982,3.8328861632809504e-05,0.00020773309007487422,2.0059814720256766e-05
2021-09-26,70-79,0.0027983349677278696,9.19793966151582e-05,0.0005564695635343075,4.2564763469974105e-05
2021-09-26,80-89,0.004737755498601065,0.00017771459036786921,0.0007623174450329001,7.050120936689914e-05
2021-09-26,90+,0.002701504423501408,0.0005672149744753262,0.0001293493726555426,0.00020156210632401108
2021-10-03,0-19,1.840961291876186e-05,7.007462948039662e-06,1.8133681500018134e-06,6.059798087527724e-06
2021-10-03,20-29,0.0001640412004829581,8.964348784882523e-06,3.781164020222555e-05,1.893017981777809e-06
2021-10-03,30-39,0.0002652830967433023,1.182704134733655e-05,3.6845498927532796e-05,1.7177201730774846e-06
2021-10-03,40-49,0.00041517676452431247,1.4629079684597042e-05,3.301661836457684e-05,1.5481625632617928e-06
2021-10-03,50-59,0.0007596340965968623,2.209700585570655e-05,7.267177791504669e-05,8.695969765852318e-06
2021-10-03,60-69,0.00048473196854441846,3.786157807057398e-05,0.0001005126143330988,8.91222704076631e-06
2021-10-03,70-79,0.002205101350627097,9.312721177127957e-05,0.000356946732564525,2.333362889263264e-05
2021-10-03,80-89,0.004438517414100578,0.00017752529735487306,0.0003991130820399113,6.948378889755951e-05
2021-10-03,90+,0.0018264967761219958,0.0005694760820045558,0.0001417836381681554,2.471088267272907e-05
2021-10-10,0-19,2.3796598509785075e-05,7.0732362885314545e-06,1.8203960817794736e-06,0.0
2021-10-10,20-29,0.0001428654997215718,8.716647925873626e-06,3.0845157310302283e-05,1.787923648508514e-06
2021-10-10,30-39,0.00018794868751435278,1.1571529409041994e-05,1.6685020188874427e-05,1.6537536072500559e-06
2021-10-10,40-49,0.00023537888693103633,1.4404448093571294e-05,3.861063491328052e-06,1.512708262109986e-06
2021-10-10,50-59,0.0004642177239130521,2.1785543113589823e-05,4.452359750667854e-05,1.7125838952035662e-06
2021-10-10,60-69,0.00038635363096285025,3.7627934978928356e-05,7.334450963956412e-05,1.4141871252404117e-05
2021-10-10,70-79,0.0009467025401743982,0.0,0.00020324613106471938,1.856574944128698e-05
2021-10-10,80-89,0.0020149061656469357,0.00017765144785930004,4.6554934823091246e-05,3.71672206352409e-05
2021-10-10,90+,0.00015361091387165163,0.0,0.0001498576352465158,2.4445096313679475e-05
2021-10-17,0-19,1.5619334577405332e-05,0.0,1.8197103748967314e-06,0.0
2021-10-17,20-29,9.205164153735682e-05,8.555637309423178e-06,2.4785788820122097e-06,1.7257387024515844e-06
2021-10-17,30-39,0.0001912910679381569,0.0,2.885977899181248e-06,1.6147575925902004e-06
2021-10-17,40-49,0.00016702313886682072,0.0,1.995115956139371e-05,1.4914220858731008e-06
2021-10-17,50-59,0.00018268174071294906,0.0,6.563919447580539e-06,1.6965542982203145e-06
2021-10-17,60-69,0.00034462163802733233,0.0,7.530930607853684e-05,1.758646826785598e-06
2021-10-17,70-79,0.0008416107755086764,9.344921035417251e-05,0.0002415604807053566,2.3121226904784476e-06
2021-10-17,80-89,0.0007700386743193652,0.00017708517797060386,0.00038595137012736397,4.227860544019955e-05
2021-10-17,90+,0.000773999306397848,0.0,0.00015617679212868969,2.4249478636209322e-05
2021-10-24,0-19,9.883656467082525e-06,0.0,1.8143913896242213e-06,0.0
2021-10-24,20-29,4.964204102849692e-05,8.47457627118644e-06,2.5580288852621723e-06,0.0
2021-10-24,30-39,0.00010034288307192969,1.1355635802048556e-05,1.782510011764566e-05,0.0
2021-10-24,40-49,0.00012077772916491905,0.0,2.4556750650753894e-05,1.4750937790870054e-06
2021-10-24,50-59,0.00024717292131932165,0.0,6.7262613421581885e-06,0.0
2021-10-24,60-69,0.00022642924279063465,0.0,7.693575864153431e-05,1.7510374897126548e-06
2021-10-24,70-79,0.00048802008289233593,0.0,3.126465530717524e-05,1.1523764306753386e-05
2021-10-24,80-89,0.0009161324653385332,0.0,4.9657364187108946e-05,5.263324104971736e-06
2021-10-24,90+,0.00015600735714177655,0.0,0.000160926939169617,2.4101031524149233e-05
2021-10-31,0-19,6.598313278042905e-06,0.0,0.0,0.0
2021-10-31,20-29,6.171213778685043e-05,8.436113313874031e-06,2.6197761663243493e-06,0.0
2021-10-31,30-39,6.095643371365279e-05,0.0,1.5180588278156955e-05,1.5629957627184872e-06
2021-10-31,40-49,4.878799156178485e-05,1.4191039777484497e-05,4.166736112268538e-06,1.4630684935515256e-06
2021-10-31,50-59,0.00015626706743771524,0.0,6.849643476057072e-06,1.6739091134307771e-06
2021-10-31,60-69,0.00010631049958057686,0.0,1.1153121200968092e-05,1.7454535299179463e-06
2021-10-31,70-79,0.0008647437070624697,9.40203083866115e-05,3.197237586725069e-05,2.2996224020015913e-06
2021-10-31,80-89,0.00013269962296802112,0.0,5.0632911392405066e-05,5.248875428439457e-06
2021-10-31,90+,0.00015748145305921344,0.0,0.0,2.399635255441173e-05
2021-11-07,0-19,3.3028028682908993e-06,0.0,0.0,0.0
2021-11-07,20-29,6.249753400529736e-05,0.0,2.670341055959667e-06,1.6251495137552654e-06
2021-11-07,30-39,4.104460352078962e-05,0.0,3.092079021171465e-06,0.0
2021-11-07,40-49,8.196782976342017e-06,1.4189831566699303e-05,0.0,0.0
2021-11-07,50-59,0.00018917296906111218,0.0,0.0,0.0
2021-11-07,60-69,0.00012206870997013716,3.7752944729688915e-05,1.1283625203105253e-05,1.0446428105070174e-05
2021-11-07,70-79,0.0005609654788030474,0.0,3.2605151613955e-05,2.2953416042142472e-06
2021-11-07,80-89,0.0009369792523547092,0.0,0.0,2.6184453766109986e-05
2021-11-07,90+,0.0,0.0,0.0,2.3904001529856096e-05
2021-11-14,0-19,5.372424456799016e-06,0.0,1.8153366904959862e-06,0.0
2021-11-14,20-29,5.171256367404552e-05,0.0,2.7114673376644505e-06,1.6053065011702685e-06
2021-11-14,30-39,6.901243003610633e-05,1.1320156670968327e-05,3.1393231619262888e-06,1.5308637439416068e-06
2021-11-14,40-49,8.251296047217927e-06,1.4205756172401058e-05,0.0,0.0
2021-11-14,50-59,1.5883350150143218e-05,0.0,0.0,1.66004585046639e-06
2021-11-14,60-69,0.00012255491387785824,0.0,0.0,0.0
2021-11-14,70-79,0.0005028041385645336,0.0,3.3130135170951495e-05,2.291727779407451e-06
2021-11-14,80-89,0.0006759664840017874,0.0,5.189952252439278e-05,5.229031583350763e-06
2021-11-14,90+,0.00016025758883408275,0.0,0.0,0.0
2021-11-21,0-19,7.972152410485033e-06,6.0416389758213606e-06,1.8162697814482573e-06,0.0
2021-11-21,20-29,4.064687893208274e-05,8.423322495325057e-06,2.751167870761138e-06,1.5871378349852794e-06
2021-11-21,30-39,4.872499465450839e-05,0.0,3.1880842164326614e-06,1.5167164908033895e-06
2021-11-21,40-49,4.153166032590894e-05,0.0,4.3419927141362255e-06,0.0
2021-11-21,50-59,1.6003326146401328e-05,0.0,7.1095943976396145e-06,0.0
2021-11-21,60-69,0.00015378970033738253,0.0,1.1520339158784834e-05,1.7335318805180488e-06
2021-11-21,70-79,0.0005704590444563736,0.0,3.3610056128793736e-05,2.288554709044597e-06
2021-11-21,80-89,0.00013629889864786524,0.0,5.231767290990897e-05,5.2212504894922335e-06
2021-11-21,90+,0.0001618134993084817,0.0,0.00016937669376693767,2.3797058683546713e-05
2021-11-28,0-19,4.717753671227792e-06,0.0,0.0,0.0
2021-11-28,20-29,6.440547079524384e-05,8.43113449345744e-06,2.787238905395537e-06,0.0
2021-11-28,30-39,3.508121194319592e-05,0.0,3.2378177108628786e-06,1.5033773371879927e-06
2021-11-28,40-49,5.014538727893842e-05,0.0,4.40187343733493e-06,1.4288490335265136e-06
2021-11-28,50-59,1.6119669865136395e-05,0.0,7.203313524221141e-06,1.6474871701936622e-06
2021-11-28,60-69,1.5434037460847766e-05,3.817522427944264e-05,1.1639140100329387e-05,1.7297925632758119e-06
2021-11-28,70-79,0.00031977962315743924,9.584970765839164e-05,0.0,2.2849935334683003e-06
2021-11-28,80-89,0.0009647432594783901,0.0,5.305602716468591e-05,5.211753546598289e-06
2021-11-28,90+,0.000163133358286395,0.0005777007510109763,0.00017041581458759374,0.0
2021-12-05,0-19,6.523304350387032e-06,0.0,0.0,0.0
2021-12-05,20-29,4.136114945503671e-05,0.0,2.822219901730303e-06,0.0
2021-12-05,30-39,8.4814984618534e-05,1.1304288847188623e-05,3.2824768257136105e-06,1.4916223033333284e-06
2021-12-05,40-49,5.044684037703999e-05,0.0,4.451745306747511e-06,1.4220725569860026e-06
2021-12-05,50-59,8.114510684106373e-05,0.0,0.0,1.6418878426414691e-06
2021-12-05,60-69,0.00013942278269587558,0.0,1.1745498537685431e-05,1.7265372224159781e-06
2021-12-05,70-79,0.00032219052432565714,9.645992090286486e-05,3.4713784843961534e-05,2.2817297336765056e-06
2021-12-05,80-89,0.00013896963724667762,0.0,5.3490238031559244e-05,5.205134344517432e-06
2021-12-05,90+,0.00016474589131726324,0.0,0.00017143836790673754,2.368938478667709e-05
2021-12-12,0-19,5.310114840744497e-06,0.0,0.0,0.0
2021-12-12,20-29,2.9846123324198156e-05,0.0,2.863368638668648e-06,1.5406255247755694e-06
2021-12-12,30-39,4.278366713518987e-05,1.1300073450477429e-05,3.335512534856106e-06,1.4782708960982518e-06
2021-12-12,40-49,4.233625612190173e-05,0.0,4.515855167493068e-06,1.413861212555653e-06
2021-12-12,50-59,8.179556319307761e-05,0.0,0.0,1.6352267078307738e-06
2021-12-12,60-69,1.5557214212468846e-05,3.846005922849121e-05,1.188212927756654e-05,1.722451116837304e-06
2021-12-12,70-79,6.501625925048134e-05,9.730466089325679e-05,3.537694130965437e-05,2.27773829698063e-06
2021-12-12,80-89,0.00014013813398533977,0.0,0.0,2.598320445663923e-05
2021-12-12,90+,0.0,0.0,0.00017208742040956807,2.3643456673365648e-05
2021-12-19,0-19,7.69394350287005e-06,0.0,1.6862496458875743e-06,0.0
2021-12-19,20-29,4.219308962460217e-05,8.440314317305177e-06,1.7402704380260693e-05,1.5259650584520915e-06
2021-12-19,30-39,3.597473433735734e-05,1.130275561181816e-05,3.3876830619234587e-06,1.4655063764182437e-06
2021-12-19,40-49,5.968821493232098e-05,0.0,4.5846323124885385e-06,1.405293741524322e-06
2021-12-19,50-59,0.00018142531372470185,0.0,7.481893816962949e-06,1.6285106618593033e-06
2021-12-19,60-69,0.00014056381001927023,0.0,1.2019808644646378e-05,1.7182366767928082e-06
2021-12-19,70-79,0.0003278523415205901,0.0,3.609326499675161e-05,1.1367356589429268e-05
2021-12-19,80-89,0.00014172704305323903,0.00018768768768768769,0.0,3.1125659474910124e-05
2021-12-19,90+,0.00016806852315521303,0.0,0.0,2.35810125686797e-05
